@W: FA279 |Inconsistent Quartus device library version: Verilog/VHDL compiled using quartus_prime223 device library, but clearbox version is quartus_prime221.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[121].havereset_q[121] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[120].havereset_q[120] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[119].havereset_q[119] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[118].havereset_q[118] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[117].havereset_q[117] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[116].havereset_q[116] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[115].havereset_q[115] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[114].havereset_q[114] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[113].havereset_q[113] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[112].havereset_q[112] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[111].havereset_q[111] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[110].havereset_q[110] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[109].havereset_q[109] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[108].havereset_q[108] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[107].havereset_q[107] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[106].havereset_q[106] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[105].havereset_q[105] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[104].havereset_q[104] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[103].havereset_q[103] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[102].havereset_q[102] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[101].havereset_q[101] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[100].havereset_q[100] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[99].havereset_q[99] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[98].havereset_q[98] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[97].havereset_q[97] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[96].havereset_q[96] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[95].havereset_q[95] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[94].havereset_q[94] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[93].havereset_q[93] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[92].havereset_q[92] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[91].havereset_q[91] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[90].havereset_q[90] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[89].havereset_q[89] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[88].havereset_q[88] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[87].havereset_q[87] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[86].havereset_q[86] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[85].havereset_q[85] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[84].havereset_q[84] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[83].havereset_q[83] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[82].havereset_q[82] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[81].havereset_q[81] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[80].havereset_q[80] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[79].havereset_q[79] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[78].havereset_q[78] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[77].havereset_q[77] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[76].havereset_q[76] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[75].havereset_q[75] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[74].havereset_q[74] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[73].havereset_q[73] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[72].havereset_q[72] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[71].havereset_q[71] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[70].havereset_q[70] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[69].havereset_q[69] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[68].havereset_q[68] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[67].havereset_q[67] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[66].havereset_q[66] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[65].havereset_q[65] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[64].havereset_q[64] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[63].havereset_q[63] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
